C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_01_852.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_01_852.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_01_852.jpg, 0, 0, 0, 7.869761E-05
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_01_955.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_01_955.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_01_955.jpg, 0, 0, 0, 7.99911E-05
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_02_058.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_02_058.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_02_058.jpg, 0, 0, 0, 7.968549E-05
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_02_163.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_02_163.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_02_163.jpg, 0, 0, 0, 7.941063E-05
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_02_266.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_02_266.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_02_266.jpg, 0, 0.0545745, 0, 0.01598481
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_02_368.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_02_368.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_02_368.jpg, 0, 0.3575343, 0, 0.3232169
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_02_475.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_02_475.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_02_475.jpg, 0, 0.7258785, 0, 1.090049
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_02_578.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_02_578.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_02_578.jpg, 0, 1, 0, 2.180454
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_02_682.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_02_682.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_02_682.jpg, -0.0320013, 1, 0, 3.352354
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_02_785.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_02_785.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_02_785.jpg, -0.2045448, 1, 0, 4.519462
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_02_887.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_02_887.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_02_887.jpg, 0, 1, 0, 5.677709
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_02_992.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_02_992.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_02_992.jpg, 0, 1, 0, 7.055226
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_03_098.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_03_098.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_03_098.jpg, -0.132558, 1, 0, 8.181005
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_03_203.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_03_203.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_03_203.jpg, 0, 1, 0, 9.303932
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_03_303.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_03_303.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_03_303.jpg, -0.1913931, 1, 0, 10.40876
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_03_414.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_03_414.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_03_414.jpg, 0, 1, 0, 11.56282
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_03_515.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_03_515.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_03_515.jpg, -0.1129155, 1, 0, 12.7938
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_03_618.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_03_618.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_03_618.jpg, 0, 1, 0, 13.76027
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_03_720.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_03_720.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_03_720.jpg, -0.2846406, 1, 0, 15.01684
C:\Users\User\Desktop\car picture\IMG\center_2021_01_31_12_12_03_838.jpg, C:\Users\User\Desktop\car picture\IMG\left_2021_01_31_12_12_03_838.jpg, C:\Users\User\Desktop\car picture\IMG\right_2021_01_31_12_12_03_838.jpg, -0.09365912, 1, 0, 16.30855
